State,Household_ID,Income,Family_Size,Land_Owned,Occupation,Aadhaar_Linked,Existing_Benefits,Total_Ration_Cards,Age_Group,Eligible,Duplicate_Flag,Fraud_Flag
Maharashtra,HH01164,86053,5,0,Farmer,Yes,0,2,Child,0,1,0
West Bengal,HH01165,26991,8,0,Labour,Yes,2,1,Senior,0,0,0
Uttar Pradesh,HH01166,4301,9,0,Farmer,Yes,1,2,Adult,1,1,0
Rajasthan,HH01167,31610,8,0,Farmer,Yes,2,2,Senior,0,1,0
Andhra Pradesh,HH01168,84463,8,0,Government Job,No,0,2,Senior,0,1,0
West Bengal,HH01169,37678,3,0,Labour,Yes,0,1,Adult,0,0,0
Rajasthan,HH01170,27466,4,0,Farmer,No,2,1,Adult,0,0,0
Tamil Nadu,HH01171,83440,4,0,Private Job,Yes,2,1,Adult,0,0,1
Andhra Pradesh,HH01172,43875,5,1,Labour,Yes,0,2,Senior,0,1,0
Telangana,HH01173,29081,9,0,Government Job,No,1,2,Senior,0,1,0
Bihar,HH01174,27354,9,0,Business,Yes,0,2,Senior,0,1,0
Andhra Pradesh,HH01175,96297,1,1,Government Job,Yes,2,2,Adult,0,1,1
Madhya Pradesh,HH01176,21300,8,1,Government Job,Yes,2,1,Child,0,0,0
Rajasthan,HH01177,67384,1,0,Labour,No,1,1,Adult,0,0,0
Telangana,HH01178,98027,2,0,Labour,Yes,0,2,Child,0,1,0
Madhya Pradesh,HH01179,63892,7,0,Private Job,Yes,0,1,Senior,0,0,0
Tamil Nadu,HH01180,38525,8,0,Private Job,Yes,1,2,Child,0,1,0
Madhya Pradesh,HH01181,29532,1,1,Labour,Yes,0,2,Adult,0,1,0
Uttar Pradesh,HH01182,9464,3,0,Labour,Yes,1,1,Adult,1,0,0
Uttar Pradesh,HH01183,19562,7,1,Labour,Yes,0,1,Adult,0,0,0
Maharashtra,HH01184,58514,9,0,Business,Yes,1,1,Child,0,0,0
West Bengal,HH01185,77219,8,1,Government Job,Yes,1,2,Adult,0,1,0
West Bengal,HH01186,35634,8,0,Private Job,Yes,1,2,Child,0,1,0
Telangana,HH01187,3060,9,0,Private Job,No,2,2,Senior,1,1,0
Tamil Nadu,HH01188,12269,3,0,Farmer,No,2,1,Child,1,0,0
Karnataka,HH01189,66143,8,0,Business,Yes,2,1,Senior,0,0,1
Uttar Pradesh,HH01190,26065,1,0,Labour,Yes,0,1,Child,0,0,0
Telangana,HH01191,5895,8,1,Labour,No,1,1,Senior,0,0,0
Karnataka,HH01192,83859,7,0,Business,Yes,0,1,Adult,0,0,0
West Bengal,HH01193,15352,8,1,Private Job,Yes,0,1,Child,0,0,0
Maharashtra,HH01194,52737,1,0,Labour,No,1,1,Senior,0,0,0
Madhya Pradesh,HH01195,99426,6,0,Farmer,Yes,2,2,Adult,0,1,1
Uttar Pradesh,HH01196,35016,7,1,Private Job,Yes,0,1,Adult,0,0,0
Telangana,HH01197,64304,5,0,Government Job,Yes,0,1,Senior,0,0,0
Andhra Pradesh,HH01198,14962,5,0,Business,No,0,2,Senior,1,1,0
Karnataka,HH01199,36302,7,0,Private Job,Yes,2,2,Child,0,1,0
Madhya Pradesh,HH01200,88382,3,0,Government Job,No,1,1,Senior,0,0,0
Uttar Pradesh,HH01201,7011,6,1,Farmer,Yes,1,2,Senior,0,1,0
West Bengal,HH01202,22782,7,0,Business,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH01203,70691,1,0,Labour,Yes,1,1,Senior,0,0,0
Karnataka,HH01204,42725,2,1,Labour,Yes,2,1,Senior,0,0,0
West Bengal,HH01205,12196,4,0,Government Job,Yes,1,2,Senior,1,1,0
Uttar Pradesh,HH01206,46459,8,0,Private Job,Yes,0,2,Adult,0,1,0
Karnataka,HH01207,90245,6,1,Farmer,No,0,1,Adult,0,0,0
Madhya Pradesh,HH01208,81863,1,0,Government Job,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH01209,35769,5,1,Farmer,Yes,0,1,Adult,0,0,0
Rajasthan,HH01210,27700,7,0,Farmer,Yes,2,1,Child,0,0,0
Telangana,HH01211,83356,6,1,Farmer,Yes,2,2,Adult,0,1,1
Madhya Pradesh,HH01212,79427,9,1,Business,Yes,2,2,Adult,0,1,1
Karnataka,HH01213,8269,8,0,Government Job,Yes,2,2,Child,1,1,0
Tamil Nadu,HH01214,46880,4,0,Business,No,0,1,Child,0,0,0
West Bengal,HH01215,11320,5,0,Private Job,Yes,0,2,Child,1,1,0
Andhra Pradesh,HH01216,52589,7,1,Private Job,Yes,1,2,Senior,0,1,0
West Bengal,HH01217,79276,8,0,Labour,Yes,0,2,Adult,0,1,0
Karnataka,HH01218,38897,5,0,Labour,Yes,1,1,Senior,0,0,0
West Bengal,HH01219,61565,9,0,Labour,Yes,0,1,Child,0,0,0
Telangana,HH01220,33930,4,1,Private Job,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH01221,60233,4,0,Farmer,No,1,1,Child,0,0,0
Andhra Pradesh,HH01222,85821,8,0,Farmer,Yes,2,1,Child,0,0,1
Bihar,HH01223,17380,1,0,Government Job,Yes,1,2,Senior,1,1,0
Karnataka,HH01224,79896,8,0,Private Job,Yes,1,2,Child,0,1,0
Maharashtra,HH01225,73934,5,0,Labour,Yes,1,1,Adult,0,0,0
Bihar,HH01226,58830,1,0,Private Job,Yes,1,2,Adult,0,1,0
West Bengal,HH01227,8529,4,1,Farmer,Yes,1,1,Adult,0,0,0
Karnataka,HH01228,97598,2,1,Farmer,Yes,2,1,Senior,0,0,1
Rajasthan,HH01229,85987,4,0,Business,Yes,1,1,Child,0,0,0
Maharashtra,HH01230,52178,8,0,Business,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH01231,9937,5,0,Government Job,No,1,1,Adult,1,0,0
Tamil Nadu,HH01232,42886,1,0,Private Job,Yes,0,1,Child,0,0,0
Rajasthan,HH01233,52699,7,0,Business,No,0,2,Senior,0,1,0
Bihar,HH01234,79396,1,0,Business,No,2,2,Child,0,1,1
Uttar Pradesh,HH01235,93678,9,0,Private Job,No,1,2,Child,0,1,0
Telangana,HH01236,28279,3,1,Farmer,No,1,2,Senior,0,1,0
Tamil Nadu,HH01237,41106,3,1,Government Job,Yes,0,2,Adult,0,1,0
Rajasthan,HH01238,82737,6,0,Government Job,No,1,2,Senior,0,1,0
Uttar Pradesh,HH01239,43544,6,0,Government Job,No,2,1,Senior,0,0,0
Uttar Pradesh,HH01240,11997,6,1,Business,No,1,1,Adult,0,0,0
Karnataka,HH01241,88711,1,1,Farmer,Yes,2,1,Senior,0,0,1
Rajasthan,HH01242,43860,5,0,Government Job,No,0,1,Child,0,0,0
Andhra Pradesh,HH01243,6225,6,0,Private Job,Yes,2,2,Adult,1,1,0
West Bengal,HH01244,62470,8,0,Government Job,Yes,2,1,Senior,0,0,1
Maharashtra,HH01245,66656,1,0,Labour,Yes,2,2,Child,0,1,1
Maharashtra,HH01246,54880,5,0,Farmer,Yes,2,2,Adult,0,1,0
Bihar,HH01247,64078,3,0,Labour,No,2,2,Senior,0,1,1
Bihar,HH01248,91646,2,0,Farmer,Yes,2,2,Adult,0,1,1
Maharashtra,HH01249,79290,8,0,Private Job,Yes,2,2,Child,0,1,1
Andhra Pradesh,HH01250,59633,7,0,Business,No,2,2,Child,0,1,0
Telangana,HH01251,29655,7,1,Business,Yes,2,1,Adult,0,0,0
Madhya Pradesh,HH01252,46601,5,0,Farmer,Yes,0,1,Child,0,0,0
West Bengal,HH01253,6114,9,0,Government Job,Yes,2,1,Child,1,0,0
Telangana,HH01254,29502,5,0,Labour,Yes,2,1,Adult,0,0,0
Karnataka,HH01255,52768,2,0,Private Job,Yes,1,1,Adult,0,0,0
Madhya Pradesh,HH01256,51128,3,0,Government Job,Yes,1,1,Senior,0,0,0
Madhya Pradesh,HH01257,23028,4,0,Business,Yes,1,1,Senior,0,0,0
Rajasthan,HH01258,58565,5,0,Government Job,Yes,2,2,Adult,0,1,0
Andhra Pradesh,HH01259,86123,3,0,Labour,No,0,2,Child,0,1,0
Andhra Pradesh,HH01260,38333,7,0,Business,Yes,0,1,Child,0,0,0
Madhya Pradesh,HH01261,6174,5,1,Farmer,Yes,1,1,Adult,0,0,0
Rajasthan,HH01262,38398,5,0,Private Job,Yes,1,2,Adult,0,1,0
West Bengal,HH01263,38929,6,0,Private Job,No,2,1,Adult,0,0,0
Madhya Pradesh,HH01264,7321,7,0,Business,No,0,2,Child,1,1,0
Tamil Nadu,HH01265,98971,8,0,Farmer,Yes,0,1,Senior,0,0,0
Bihar,HH01266,58421,9,0,Labour,Yes,1,2,Senior,0,1,0
Bihar,HH01267,75635,4,0,Private Job,Yes,0,2,Child,0,1,0
Telangana,HH01268,26760,5,1,Business,Yes,1,1,Senior,0,0,0
Karnataka,HH01269,14360,5,1,Private Job,Yes,1,1,Adult,0,0,0
Bihar,HH01270,13313,8,0,Farmer,Yes,2,2,Adult,1,1,0
Uttar Pradesh,HH01271,88998,9,1,Labour,Yes,1,1,Child,0,0,0
Telangana,HH01272,8801,7,0,Farmer,No,2,1,Child,1,0,0
Bihar,HH01273,17130,5,1,Government Job,Yes,0,2,Adult,0,1,0
Karnataka,HH01274,17271,3,0,Farmer,No,0,2,Adult,1,1,0
Andhra Pradesh,HH01275,19075,1,0,Farmer,Yes,1,1,Child,1,0,0
Andhra Pradesh,HH01276,21984,9,0,Private Job,Yes,1,1,Child,0,0,0
West Bengal,HH01277,91095,5,0,Farmer,Yes,2,2,Adult,0,1,1
Madhya Pradesh,HH01278,63942,9,1,Business,Yes,2,2,Adult,0,1,1
Tamil Nadu,HH01279,15861,4,1,Private Job,Yes,0,2,Senior,0,1,0
Andhra Pradesh,HH01280,85203,5,0,Private Job,Yes,0,1,Senior,0,0,0
Rajasthan,HH01281,74376,4,1,Government Job,Yes,1,2,Adult,0,1,0
Bihar,HH01282,64247,2,1,Business,Yes,1,1,Child,0,0,0
Rajasthan,HH01283,72101,1,0,Farmer,Yes,2,2,Senior,0,1,1
Karnataka,HH01284,23977,8,0,Government Job,Yes,1,1,Senior,0,0,0
Andhra Pradesh,HH01285,53617,4,0,Business,No,2,1,Adult,0,0,0
Tamil Nadu,HH01286,60473,5,0,Government Job,Yes,0,2,Child,0,1,0
Karnataka,HH01287,89654,6,0,Labour,Yes,0,1,Child,0,0,0
Uttar Pradesh,HH01288,91177,8,0,Farmer,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH01289,75902,8,0,Government Job,Yes,2,1,Child,0,0,1
Rajasthan,HH01290,95172,7,0,Labour,Yes,1,1,Adult,0,0,0
Madhya Pradesh,HH01291,18630,4,1,Farmer,Yes,1,1,Child,0,0,0
Telangana,HH01292,23056,6,0,Government Job,Yes,2,2,Adult,0,1,0
Madhya Pradesh,HH01293,10382,4,0,Government Job,Yes,1,2,Child,1,1,0
West Bengal,HH01294,58739,7,0,Government Job,Yes,2,1,Adult,0,0,0
Madhya Pradesh,HH01295,84685,1,0,Government Job,Yes,2,2,Adult,0,1,1
West Bengal,HH01296,51639,5,0,Private Job,Yes,1,1,Child,0,0,0
West Bengal,HH01297,62838,4,0,Government Job,Yes,2,2,Adult,0,1,1
Tamil Nadu,HH01298,49041,7,0,Private Job,No,0,2,Senior,0,1,0
Andhra Pradesh,HH01299,3992,9,0,Private Job,Yes,0,1,Child,1,0,0
Tamil Nadu,HH01300,75394,5,0,Labour,No,0,1,Adult,0,0,0
West Bengal,HH01301,70657,4,0,Farmer,Yes,0,1,Child,0,0,0
Karnataka,HH01302,30160,9,0,Private Job,Yes,1,2,Child,0,1,0
Uttar Pradesh,HH01303,48156,5,0,Business,Yes,0,1,Adult,0,0,0
West Bengal,HH01304,54375,9,0,Private Job,No,0,1,Senior,0,0,0
Tamil Nadu,HH01305,89442,8,0,Business,Yes,0,2,Child,0,1,0
Karnataka,HH01306,22572,4,1,Labour,Yes,0,2,Senior,0,1,0
Tamil Nadu,HH01307,7136,7,0,Business,Yes,1,1,Senior,1,0,0
Madhya Pradesh,HH01308,64868,5,1,Labour,No,0,1,Adult,0,0,0
Bihar,HH01309,85263,4,1,Labour,Yes,2,2,Adult,0,1,1
Rajasthan,HH01310,35167,5,0,Labour,Yes,2,2,Child,0,1,0
Telangana,HH01311,18479,5,0,Business,Yes,1,2,Adult,1,1,0
Tamil Nadu,HH01312,34376,9,0,Business,Yes,1,2,Child,0,1,0
Telangana,HH01313,7823,9,0,Labour,Yes,1,1,Child,1,0,0
Maharashtra,HH01314,73456,6,0,Labour,Yes,0,1,Senior,0,0,0
Tamil Nadu,HH01315,22585,4,0,Farmer,Yes,1,2,Adult,0,1,0
Bihar,HH01316,20272,2,0,Labour,Yes,0,1,Adult,0,0,0
Telangana,HH01317,29619,3,0,Government Job,Yes,1,1,Child,0,0,0
West Bengal,HH01318,78069,2,1,Farmer,Yes,2,1,Senior,0,0,1
Tamil Nadu,HH01319,42895,5,0,Farmer,Yes,2,2,Adult,0,1,0
Andhra Pradesh,HH01320,6720,6,1,Farmer,Yes,0,1,Senior,0,0,0
Rajasthan,HH01321,22267,5,1,Government Job,Yes,1,2,Senior,0,1,0
Bihar,HH01322,18696,2,1,Farmer,Yes,2,1,Child,0,0,0
Telangana,HH01323,32968,5,1,Farmer,No,0,2,Adult,0,1,0
Bihar,HH01324,56364,9,0,Business,Yes,2,2,Adult,0,1,0
Karnataka,HH01325,26345,4,0,Business,Yes,1,2,Adult,0,1,0
Rajasthan,HH01326,54567,2,0,Labour,Yes,0,1,Senior,0,0,0
West Bengal,HH01327,94229,3,0,Labour,Yes,2,1,Adult,0,0,1
Tamil Nadu,HH01328,64607,3,1,Private Job,Yes,1,1,Child,0,0,0
Tamil Nadu,HH01329,22385,9,1,Government Job,Yes,0,1,Senior,0,0,0
Tamil Nadu,HH01330,86658,4,0,Business,Yes,2,1,Adult,0,0,1
Rajasthan,HH01331,69900,1,0,Labour,Yes,2,2,Senior,0,1,1
Andhra Pradesh,HH01332,71244,1,0,Government Job,Yes,0,1,Senior,0,0,0
Maharashtra,HH01333,68425,7,0,Farmer,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH01334,81518,7,0,Government Job,No,0,1,Child,0,0,0
Madhya Pradesh,HH01335,85844,2,0,Business,No,2,1,Adult,0,0,1
Telangana,HH01336,35919,9,1,Private Job,Yes,2,2,Adult,0,1,0
Andhra Pradesh,HH01337,93697,9,0,Business,Yes,2,2,Senior,0,1,1
West Bengal,HH01338,60196,5,1,Labour,Yes,1,2,Adult,0,1,0
Telangana,HH01339,82401,3,0,Labour,No,2,2,Senior,0,1,1
Tamil Nadu,HH01340,3495,3,1,Government Job,Yes,2,1,Senior,0,0,0
Bihar,HH01341,47755,3,0,Business,Yes,0,2,Senior,0,1,0
West Bengal,HH01342,70684,6,1,Labour,Yes,2,1,Child,0,0,1
Telangana,HH01343,36324,4,0,Farmer,Yes,0,2,Adult,0,1,0
Tamil Nadu,HH01344,81929,8,0,Farmer,Yes,2,2,Senior,0,1,1
Telangana,HH01345,4552,5,0,Private Job,Yes,0,1,Adult,1,0,0
Bihar,HH01346,54272,1,1,Government Job,No,0,1,Child,0,0,0
Tamil Nadu,HH01347,38853,9,0,Labour,Yes,0,2,Child,0,1,0
Maharashtra,HH01348,35924,1,0,Private Job,Yes,0,1,Senior,0,0,0
Andhra Pradesh,HH01349,77462,6,0,Farmer,Yes,1,1,Child,0,0,0
Karnataka,HH01350,99387,1,0,Private Job,Yes,2,1,Child,0,0,1
Madhya Pradesh,HH01351,26889,3,1,Private Job,Yes,1,2,Child,0,1,0
Rajasthan,HH01352,57675,5,0,Labour,Yes,2,2,Child,0,1,0
Madhya Pradesh,HH01353,76591,7,0,Labour,No,0,2,Child,0,1,0
West Bengal,HH01354,73190,8,1,Labour,Yes,2,2,Child,0,1,1
Madhya Pradesh,HH01355,25634,9,1,Government Job,Yes,0,1,Adult,0,0,0
Tamil Nadu,HH01356,35363,6,1,Private Job,No,2,1,Child,0,0,0
Maharashtra,HH01357,66752,9,0,Private Job,No,0,1,Adult,0,0,0
Karnataka,HH01358,80004,8,0,Government Job,Yes,2,1,Senior,0,0,1
Andhra Pradesh,HH01359,59398,9,0,Farmer,Yes,2,2,Child,0,1,0
Andhra Pradesh,HH01360,43718,4,1,Business,No,2,1,Child,0,0,0
Bihar,HH01361,85916,9,0,Farmer,Yes,0,2,Adult,0,1,0
Rajasthan,HH01362,29870,7,0,Government Job,No,2,2,Child,0,1,0
Telangana,HH01363,40394,5,0,Private Job,Yes,0,2,Adult,0,1,0
Maharashtra,HH01364,55057,5,0,Private Job,Yes,1,1,Adult,0,0,0
Telangana,HH01365,82795,1,1,Labour,Yes,2,1,Child,0,0,1
Karnataka,HH01366,83409,2,0,Labour,Yes,0,2,Senior,0,1,0
Madhya Pradesh,HH01367,16016,3,0,Private Job,No,0,2,Senior,1,1,0
Andhra Pradesh,HH01368,45137,8,1,Private Job,No,0,1,Senior,0,0,0
Karnataka,HH01369,3153,6,0,Labour,Yes,1,2,Adult,1,1,0
Madhya Pradesh,HH01370,10853,5,0,Labour,No,0,1,Adult,1,0,0
Andhra Pradesh,HH01371,15379,1,1,Farmer,Yes,1,2,Child,0,1,0
Madhya Pradesh,HH01372,18792,9,1,Private Job,Yes,1,2,Adult,0,1,0
Rajasthan,HH01373,41367,3,0,Private Job,Yes,0,1,Senior,0,0,0
Maharashtra,HH01374,21100,3,0,Government Job,Yes,2,1,Child,0,0,0
West Bengal,HH01375,66456,2,0,Farmer,Yes,1,2,Senior,0,1,0
Karnataka,HH01376,14049,4,1,Business,Yes,0,2,Child,0,1,0
Karnataka,HH01377,3786,2,1,Business,Yes,1,1,Senior,0,0,0
Uttar Pradesh,HH01378,72904,9,0,Business,Yes,0,2,Child,0,1,0
Tamil Nadu,HH01379,33699,7,0,Labour,Yes,0,2,Senior,0,1,0
Rajasthan,HH01380,50691,8,0,Business,No,1,2,Adult,0,1,0
Rajasthan,HH01381,40040,3,0,Government Job,Yes,0,2,Senior,0,1,0
Telangana,HH01382,95990,6,0,Labour,Yes,1,2,Child,0,1,0
Madhya Pradesh,HH01383,60986,6,1,Labour,Yes,0,2,Senior,0,1,0
Tamil Nadu,HH01384,41762,1,0,Business,Yes,2,1,Adult,0,0,0
Maharashtra,HH01385,26600,6,0,Labour,Yes,2,2,Child,0,1,0
Maharashtra,HH01386,97774,3,0,Farmer,Yes,1,1,Adult,0,0,0
Rajasthan,HH01387,93777,3,0,Farmer,No,1,2,Senior,0,1,0
Maharashtra,HH01388,22810,3,0,Business,Yes,1,2,Child,0,1,0
Uttar Pradesh,HH01389,88703,8,0,Government Job,Yes,1,1,Senior,0,0,0
Karnataka,HH01390,90347,5,0,Labour,No,2,1,Child,0,0,1
Bihar,HH01391,60204,4,0,Private Job,Yes,1,1,Adult,0,0,0
West Bengal,HH01392,23085,9,0,Business,Yes,0,1,Adult,0,0,0
Telangana,HH01393,49854,9,1,Labour,No,0,1,Adult,0,0,0
Madhya Pradesh,HH01394,77797,1,0,Business,No,1,2,Senior,0,1,0
West Bengal,HH01395,87269,2,0,Business,Yes,0,1,Child,0,0,0
Madhya Pradesh,HH01396,42779,8,1,Government Job,Yes,1,1,Adult,0,0,0
Andhra Pradesh,HH01397,59207,5,0,Private Job,No,0,1,Senior,0,0,0
West Bengal,HH01398,97615,7,1,Labour,Yes,0,2,Senior,0,1,0
Bihar,HH01399,36980,1,0,Business,Yes,1,2,Child,0,1,0
Rajasthan,HH01400,59117,5,1,Business,Yes,1,2,Adult,0,1,0
Uttar Pradesh,HH01401,17141,3,1,Labour,Yes,2,1,Senior,0,0,0
Karnataka,HH01402,12344,2,1,Business,No,1,2,Adult,0,1,0
Karnataka,HH01403,18896,2,0,Business,Yes,2,2,Child,1,1,0
Uttar Pradesh,HH01404,92353,9,0,Business,No,1,2,Adult,0,1,0
Tamil Nadu,HH01405,32813,4,0,Farmer,No,0,2,Adult,0,1,0
Andhra Pradesh,HH01406,87431,4,0,Farmer,No,2,1,Senior,0,0,1
Madhya Pradesh,HH01407,68679,7,1,Private Job,Yes,0,1,Senior,0,0,0
Bihar,HH01408,13681,2,0,Government Job,No,1,1,Child,1,0,0
Maharashtra,HH01409,75903,3,0,Labour,Yes,1,1,Child,0,0,0
West Bengal,HH01410,6228,3,0,Government Job,Yes,1,1,Child,1,0,0
Andhra Pradesh,HH01411,7582,6,0,Government Job,No,1,1,Senior,1,0,0
West Bengal,HH01412,81683,3,1,Farmer,Yes,2,1,Child,0,0,1
Bihar,HH01413,14397,5,1,Private Job,Yes,2,1,Child,0,0,0
Telangana,HH01414,41799,4,0,Government Job,Yes,1,2,Senior,0,1,0
Telangana,HH01415,40011,3,0,Government Job,Yes,0,2,Child,0,1,0
Andhra Pradesh,HH01416,82183,8,0,Business,Yes,2,1,Senior,0,0,1
Rajasthan,HH01417,96254,3,0,Labour,Yes,0,1,Child,0,0,0
Bihar,HH01418,47264,6,1,Private Job,Yes,1,2,Senior,0,1,0
Bihar,HH01419,45317,7,1,Labour,No,2,2,Adult,0,1,0
Uttar Pradesh,HH01420,50914,7,0,Farmer,Yes,2,2,Senior,0,1,0
Rajasthan,HH01421,87633,2,0,Government Job,Yes,2,1,Senior,0,0,1
Madhya Pradesh,HH01422,48254,3,0,Government Job,Yes,0,2,Senior,0,1,0
Madhya Pradesh,HH01423,43096,4,0,Labour,Yes,1,1,Child,0,0,0
Maharashtra,HH01424,56785,7,0,Farmer,Yes,1,2,Senior,0,1,0
Karnataka,HH01425,55344,2,0,Business,Yes,2,2,Senior,0,1,0
Telangana,HH01426,85643,3,0,Business,No,2,1,Child,0,0,1
Madhya Pradesh,HH01427,71546,7,0,Government Job,Yes,1,2,Adult,0,1,0
Rajasthan,HH01428,74091,7,0,Government Job,No,0,1,Senior,0,0,0
Bihar,HH01429,68603,3,1,Private Job,Yes,2,2,Child,0,1,1
Madhya Pradesh,HH01430,31412,1,1,Labour,Yes,0,1,Adult,0,0,0
Bihar,HH01431,54658,3,0,Government Job,Yes,0,1,Senior,0,0,0
Madhya Pradesh,HH01432,52549,5,0,Farmer,Yes,1,1,Adult,0,0,0
Telangana,HH01433,14549,7,0,Labour,Yes,1,2,Senior,1,1,0
West Bengal,HH01434,74216,4,0,Private Job,No,0,1,Senior,0,0,0
Madhya Pradesh,HH01435,28739,1,0,Business,Yes,0,2,Adult,0,1,0
Rajasthan,HH01436,24209,6,1,Private Job,Yes,1,2,Adult,0,1,0
Madhya Pradesh,HH01437,90968,2,0,Labour,Yes,2,1,Adult,0,0,1
Karnataka,HH01438,18116,3,0,Business,Yes,0,1,Senior,1,0,0
Telangana,HH01439,23045,4,0,Farmer,Yes,2,2,Senior,0,1,0
Rajasthan,HH01440,29327,6,1,Business,Yes,0,2,Child,0,1,0
Uttar Pradesh,HH01441,38709,6,1,Business,No,1,1,Child,0,0,0
Rajasthan,HH01442,46617,7,0,Farmer,Yes,2,2,Child,0,1,0
Karnataka,HH01443,63139,5,0,Government Job,Yes,1,1,Senior,0,0,0
West Bengal,HH01444,29905,7,0,Government Job,Yes,0,1,Adult,0,0,0
Telangana,HH01445,67148,2,0,Business,Yes,1,1,Child,0,0,0
Uttar Pradesh,HH01446,75603,1,0,Business,Yes,2,2,Senior,0,1,1
Karnataka,HH01447,45919,8,0,Private Job,Yes,1,2,Adult,0,1,0
Karnataka,HH01448,86521,1,0,Government Job,Yes,2,2,Child,0,1,1
Andhra Pradesh,HH01449,95905,2,0,Farmer,No,1,2,Adult,0,1,0
Telangana,HH01450,86400,6,0,Business,No,1,1,Adult,0,0,0
Rajasthan,HH01451,91150,1,1,Business,Yes,2,2,Child,0,1,1
Bihar,HH01452,61446,3,0,Private Job,Yes,2,1,Child,0,0,1
West Bengal,HH01453,55428,7,0,Private Job,Yes,2,1,Senior,0,0,0
Bihar,HH01454,50894,8,0,Private Job,No,0,2,Adult,0,1,0
Rajasthan,HH01455,84149,4,0,Labour,No,1,2,Child,0,1,0
Rajasthan,HH01456,9447,3,0,Farmer,No,2,2,Child,1,1,0
Telangana,HH01457,8499,1,0,Labour,Yes,0,1,Adult,1,0,0
Rajasthan,HH01458,42041,9,0,Business,No,0,2,Adult,0,1,0
Andhra Pradesh,HH01459,34315,6,0,Private Job,No,2,1,Adult,0,0,0
Uttar Pradesh,HH01460,4299,6,0,Private Job,Yes,2,1,Child,1,0,0
Rajasthan,HH01461,7994,9,0,Private Job,Yes,2,2,Child,1,1,0
Bihar,HH01462,98414,1,1,Government Job,Yes,0,2,Senior,0,1,0
Rajasthan,HH01463,84163,6,0,Farmer,Yes,0,2,Adult,0,1,0
Andhra Pradesh,HH01464,10489,5,0,Labour,Yes,1,1,Child,1,0,0
Madhya Pradesh,HH01465,94647,6,0,Farmer,Yes,0,1,Child,0,0,0
Madhya Pradesh,HH01466,35355,8,1,Private Job,Yes,2,2,Adult,0,1,0
Karnataka,HH01467,76805,5,0,Business,Yes,1,2,Child,0,1,0
West Bengal,HH01468,71367,2,1,Government Job,Yes,1,1,Adult,0,0,0
Maharashtra,HH01469,80355,2,1,Farmer,Yes,1,2,Child,0,1,0
Uttar Pradesh,HH01470,93349,5,0,Business,Yes,1,2,Adult,0,1,0
Tamil Nadu,HH01471,90173,3,0,Private Job,No,2,1,Adult,0,0,1
Karnataka,HH01472,4996,3,0,Private Job,No,1,1,Child,1,0,0
West Bengal,HH01473,47387,8,1,Private Job,No,2,2,Adult,0,1,0
Madhya Pradesh,HH01474,6089,7,0,Private Job,Yes,0,1,Senior,1,0,0
Bihar,HH01475,23659,1,0,Government Job,Yes,2,2,Senior,0,1,0
Tamil Nadu,HH01476,48178,5,0,Government Job,Yes,1,1,Adult,0,0,0
West Bengal,HH01477,98965,9,0,Farmer,Yes,0,1,Senior,0,0,0
West Bengal,HH01478,84268,4,0,Private Job,No,0,1,Child,0,0,0
Karnataka,HH01479,88042,1,0,Government Job,Yes,0,1,Child,0,0,0
Tamil Nadu,HH01480,73726,8,0,Business,Yes,1,2,Adult,0,1,0
Telangana,HH01481,73111,5,0,Government Job,Yes,2,1,Child,0,0,1
Maharashtra,HH01482,37565,2,0,Government Job,No,2,2,Child,0,1,0
Telangana,HH01483,92242,1,1,Farmer,Yes,1,1,Senior,0,0,0
Tamil Nadu,HH01484,25884,3,0,Government Job,Yes,1,2,Child,0,1,0
Telangana,HH01485,20199,9,1,Business,Yes,0,1,Child,0,0,0
Andhra Pradesh,HH01486,63038,1,0,Private Job,Yes,2,1,Senior,0,0,1
Madhya Pradesh,HH01487,60786,4,0,Labour,Yes,1,2,Adult,0,1,0
Andhra Pradesh,HH01488,52294,8,1,Farmer,No,1,1,Adult,0,0,0
Rajasthan,HH01489,81015,8,0,Business,Yes,2,2,Senior,0,1,1
Telangana,HH01490,37178,8,1,Farmer,Yes,0,2,Senior,0,1,0
Rajasthan,HH01491,15665,8,1,Private Job,No,0,1,Child,0,0,0
Bihar,HH01492,3534,4,0,Government Job,Yes,0,1,Child,1,0,0
Uttar Pradesh,HH01493,94828,8,0,Government Job,No,2,2,Adult,0,1,1
Bihar,HH01494,39132,9,0,Business,No,1,1,Adult,0,0,0
Tamil Nadu,HH01495,39110,7,0,Private Job,No,1,1,Senior,0,0,0
West Bengal,HH01496,61754,2,0,Labour,Yes,1,2,Child,0,1,0
Madhya Pradesh,HH01497,66580,9,0,Labour,Yes,1,1,Senior,0,0,0
Telangana,HH01498,25469,8,0,Government Job,No,2,1,Adult,0,0,0
Karnataka,HH01499,67016,5,0,Private Job,No,0,1,Adult,0,0,0
Uttar Pradesh,HH01500,49233,3,1,Private Job,Yes,0,1,Senior,0,0,0
Maharashtra,HH01501,69708,7,1,Business,Yes,0,1,Child,0,0,0
Maharashtra,HH01502,61232,2,0,Labour,Yes,0,2,Child,0,1,0
